dataset,target_model,budget,source,analysis_target,family,method,crc,n1,seeds,coverage_mean,coverage_variance,coverage_mse_to_target,coverage_bias,size_mean,infinite_rate_mean,expected_cost_mean,realized_cost_mean,conditional_variance_mean,split_budget_valid_rate,crc_selector_valid_rate,static_coverage_variance,static_coverage_mse_to_target,static_conditional_variance_mean,coverage_variance_ratio_to_static,coverage_mse_to_target_ratio_to_static,conditional_variance_mean_ratio_to_static
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Oracle,Oracle,False,,50,0.6991066658496856,0.0001383012971602435,0.00013633331712115639,-0.0008933341503143399,167.92085906982422,0.39790000081062316,126.15182666666665,,,,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.22393676719911682,0.2251896971604506,
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual,False,50.0,50,0.6990666615962983,0.0004837233403439348,0.00047491999411288074,-0.000933338403701689,167.92428680419923,0.39840000033378603,20.428438855765165,,3.075057993411073,0.38,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.783242408275241,0.7844530735996184,0.682503208631676
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual,False,100.0,50,0.7016333305835724,0.00023931640553986937,0.00023719784622430506,0.001633330583572401,168.51787963867187,0.40228000104427336,20.350253881310707,,2.7130135021690522,0.48,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.38749992440213205,0.3917935269695969,0.6021481299731415
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual,False,200.0,50,0.69992666721344,0.00035310788027241146,0.00034605110036454794,-7.333278655996534e-05,168.14486114501952,0.4000066637992859,20.168567665103325,,3.3086950661061327,0.42,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.5717505099689507,0.5715928001948426,0.7343585076573728
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual + CRC,True,50.0,50,0.6975066649913788,0.0006679376289550936,0.0006607955958412075,-0.0024933350086211448,167.57449920654298,0.39709333300590516,12.98449591570316,,6.342529607585158,1.0,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,1.0815212611168794,1.0914746538456326,1.4077122504009967
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual + CRC,True,100.0,50,0.6991866672039032,0.0005504362451653025,0.0005400890304992031,-0.000813332796096744,167.8838055419922,0.3988533318042755,16.71994391756115,,4.1700558270522246,0.96,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.8912636093985375,0.8920965746745069,0.9255358722452223
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Residual,Residual + CRC,True,200.0,50,0.7025066637992858,0.00040148411870737105,0.0003997377997358742,0.00250666379928588,168.65798004150392,0.40384666800498964,18.382696592228807,,4.033020116058829,0.98,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.6500810727823026,0.6602702550405225,0.8951210596951772
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix,False,50.0,50,0.7004533350467682,0.00030552724597917517,0.00029962221372421995,0.0004533350467682551,168.22919982910156,0.4007933336496353,20.096111152607595,,2.2400746967216802,0.46,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.4947081853943284,0.49490349824863555,0.49718027151457295
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix,False,100.0,50,0.6999666678905487,0.00033217806407305765,0.000325535613821117,-3.333210945122289e-05,168.09222778320313,0.39961333334445953,20.236645106462277,,2.164411488618709,0.52,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.5378610564786885,0.5377061736579929,0.48038696796833286
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix,False,200.0,50,0.7004999959468842,0.0003927584086277877,0.00038515323640213247,0.000499995946884213,168.21694732666015,0.40060666620731356,20.17471972497249,,2.8935514848954114,0.44,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.6359524467544888,0.6361800805351664,0.6422181880841263
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix + CRC,True,50.0,50,0.700506671667099,0.0005319783611182019,0.0005215955100740785,0.0005066716670990568,168.25237335205077,0.4012400013208389,13.208633534173988,,5.139660268624479,1.0,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.8613766960599397,0.8615497475899471,1.1407377136070884
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix + CRC,True,100.0,50,0.7005866646766663,0.0003796986958856131,0.00037244889741074874,0.0005866646766663486,168.25586547851563,0.4007933354377747,16.806460516950693,,3.2322132961984966,0.92,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.6148062253373234,0.6151955823178231,0.7173835258925937
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Soft-prefix,Soft-prefix + CRC,True,200.0,50,0.6994933342933655,0.0004177242883536492,0.0004096265127248557,-0.0005066657066344904,168.01631958007812,0.39910666465759276,18.462488735644865,,3.4518334587262696,0.92,1.0,0.0006175908444604399,0.0006054154290372224,4.505558295580964,0.6763770740782196,0.676604019452023,0.7661277986596724
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.7,Static,Static,False,,50,0.699579998254776,0.0006175908444604399,0.0006054154290372224,-0.0004200017452239413,167.98751922607423,0.3993200010061264,12.615182854647538,,4.505558295580964,1.0,,0.0006175908444604399,0.0006054154290372224,4.505558295580964,1.0,1.0,1.0
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Endpoint/block,Endpoint/block,False,,50,0.7995133340358734,0.00031013245159314083,0.00030416664632191724,-0.0004866659641266091,184.3870669555664,0.5597866690158844,19.916421727716507,,1.9425395682169,0.78,,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.6449879071068457,0.6449977665178174,0.5905092672449508
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Endpoint/block,Endpoint/block + CRC,True,50.0,50,0.7994600045681,0.0005335774743289399,0.000523197519908834,-0.0005399954319000866,184.2883465576172,0.5597599995136261,12.843733668666665,,3.5423367928138645,1.0,1.0,0.00048083452135446895,0.0004715778288102258,3.289600478718837,1.1096904457398329,1.1094616581717653,1.0768288780750233
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Endpoint/block,Endpoint/block + CRC,True,100.0,50,0.7984466660022735,0.00046022503047713257,0.00045343337637608285,-0.0015533339977265026,184.18113983154296,0.5578799986839295,16.479006035,,2.7688221151295185,1.0,1.0,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.9571380798132354,0.9615239493342579,0.8416894796318427
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Endpoint/block,Endpoint/block + CRC,True,200.0,50,0.798980004787445,0.00039779344665070526,0.00039087796795132606,-0.001019995212555025,184.25708587646486,0.5585199993848801,18.269657105083333,,2.7313353332022676,0.94,1.0,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.827298018308161,0.8288726570065802,0.8302939371731881
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Information-gain,Information-gain,False,50.0,50,0.7988733339309693,0.00019013563847451278,0.00018760230213612784,-0.0011266660690307795,184.34173950195313,0.558113329410553,19.097489467422744,,2.3782087143839656,0.68,,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.39542842709986226,0.3978183253641118,0.7229475827746047
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Information-gain,Information-gain,False,100.0,50,0.8013266706466675,0.00020472777522695306,0.00020239327472714298,0.0013266706466674716,184.64338653564454,0.5621266710758209,19.467723394064546,,2.2681182178915638,0.7,,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.4257759502172447,0.42918318538802824,0.6894813618141561
autoif,llama_31_8B_instruct,20.0,dataset_autoif_attack_autoif_helper_qwen25_14b_instruct_lm_target_llama_31_8B_instruct_judge_autoif_20_calibration_upb_unified_aht_v2,0.8,Information-gain,Information-gain,False,200.0,50,0.8010333347320556,0.0002695792602641669,0.000265255455727356,0.0010333347320555797,184.65768005371095,0.5622333335876465,19.870133249320116,,2.5436870118026307,0.52,,0.00048083452135446895,0.0004715778288102258,3.289600478718837,0.5606487227763631,0.5624850014611292,0.7732510462161931
