dataset,model,budget,target,n1,crc,method,seeds,coverage_mean,coverage_var,mean_A_weight,mean_A_weight_minus1,cond_var,seq_path_var,expected_cost,realized_cost,pi_min,focus_lift,target_rate,soft_proxy,static_coverage_var,static_mean_A_weight,static_cond_var,static_expected_cost,coverage_var_ratio,mean_A_weight_ratio,cond_var_ratio
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Endpoint/block + terminal residual AHT + CRC,50,0.6996577791372935,0.000492383158992749,2.353546942088921,1.0088362561110233,3.3627875203700777,1.0088362561110233,15.94654319187197,,0.005,,,,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.7972643432285997,0.7879827832996863,0.7463642238672815
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Information-gain + sequential AHT,50,0.7022733354568481,0.00039238861901039044,9.752965682754759,2.900785473723196,2.575613859544004,0.7726841578632012,20.400151265003693,,0.005,2.0397255634660683,,0.8961440138827556,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.6353536852593757,3.265356176538527,0.5716525434972526
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Information-gain + sequential AHT + CRC,50,0.69874666929245,0.0004974128965607622,12.653164889726398,3.795699489480197,3.9319735775314,1.17959207325942,16.676976958287657,,0.005,2.0241777568950607,,1.359276505091584,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.805408469089804,4.236361684168089,0.8726939747706441
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Oracle,50,0.6991066658496856,0.00013830129716024367,0.3019933333333333,0.0,,,126.15182666666668,,,,,,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.2239367671991171,0.10110932698318756,
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Residual + sequential AHT,50,0.7016333305835724,0.00023931640553987018,12.926243407115043,3.8013506733900755,2.7130135021690522,0.8139040506507158,20.350253881310707,,0.005,2.0707269181556414,,33.43359942209166,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.3874999244021334,4.327790143207138,0.6021481299731415
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Residual + sequential AHT + CRC,50,0.6991866672039032,0.0005504362451653042,16.188728589596224,4.816611771528617,4.1700558270522246,1.251016748115667,16.71994391756115,,0.005,2.0782165855559542,,51.752760138725236,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.8912636093985403,5.420091345529355,0.9255358722452223
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Soft-prefix DAPRO,50,0.6944066679477692,0.0015735430336789014,4.347091616249587,1.3769004156844946,13.477305387498623,4.043191616249588,20.236645106462273,,0.005,2.1913953529827275,,2.72239138695917,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,2.5478729935733293,1.4554344720189836,2.9912620153460487
autoif,llama_31_8B_instruct,20.0,0.7,100,50,Soft-prefix DAPRO + CRC,50,0.7028666651248932,0.0024085668261567533,6.173623994251253,2.037168207797153,19.59219109194862,5.877657327584586,16.806460516950693,,0.005,2.2494412455347796,,4.8517165203240395,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,3.8999393332344567,2.0669693606017874,4.348449139180948
autoif,llama_31_8B_instruct,20.0,0.7,200,100,Endpoint/block + terminal residual AHT,50,0.6979733335971833,0.0003191057369302866,1.6500793390976116,0.6608475266136984,2.202825088712328,0.6608475266136984,19.66218379912233,,0.005,,,,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.5166944098873005,0.5524572665346558,0.4889127926438886
autoif,llama_31_8B_instruct,20.0,0.7,200,100,Endpoint/block + terminal residual AHT + CRC,50,0.6996577791372935,0.000492383158992749,2.353546942088921,1.0088362561110233,3.3627875203700777,1.0088362561110233,15.94654319187197,,0.005,,,,0.0006175908444604399,2.9867999554932125,4.505558295580964,12.615182854647538,0.7972643432285997,0.7879827832996863,0.7463642238672815
