dataset,model,budget,target,n1,crc,method,seeds,coverage_mean,coverage_var,mean_A_weight,mean_A_weight_minus1,cond_var,seq_path_var,expected_cost,realized_cost,pi_min,focus_lift,target_rate,soft_proxy
autoif,llama_31_8B_instruct,20.0,0.9,200,100,Soft-prefix DAPRO + CRC,50,0.9087466657161712,0.0007177849274438603,1.7502109820379292,0.855892626443142,5.533147717904209,1.6599443153712627,18.518395722509844,,0.005,1.5708964732702069,,2.0952485761735544
autoif,llama_31_8B_instruct,20.0,0.9,200,100,Static,50,0.8984533369541168,0.0002386473929208645,1.0060666516751053,0.5475658660115716,1.8252195533719058,0.5475658660115716,12.615182854647538,,,,,
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Endpoint/block + terminal residual AHT,50,0.6998266661167145,0.0004752208790848184,1.6608951715884575,0.6741289511040843,2.247096503680281,0.6741289511040843,19.301041242967656,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Endpoint/block + terminal residual AHT + CRC,50,0.7030755551656087,0.0007307520373023633,2.291839325005684,0.9940914452113564,3.3136381507045214,0.9940914452113564,15.918990444616984,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Information-gain + sequential AHT,50,0.7005999994277954,0.0005048297526239155,11.14029590006785,3.380821731417595,2.689671737765678,0.8069015213297034,20.707032506521116,,0.005,2.039493643028179,,1.0096089124983123
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Information-gain + sequential AHT + CRC,50,0.7083133351802826,0.0005629949370973779,16.085355282161707,5.159774877233634,5.109795047368354,1.5329385142105059,13.09153247000172,,0.005,1.9886764529091912,,1.9536102258004688
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Oracle,50,0.6997866714000702,0.00017171769005609538,0.3075866666666666,0.0,,,123.59953999999999,,,,,
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Residual + sequential AHT,50,0.701626672744751,0.00031938156993333554,14.019727939470913,4.26575141782355,2.8180469399926587,0.8454140819977976,20.602618878661193,,0.005,2.119055691716241,,40.444668684236206
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Residual + sequential AHT + CRC,50,0.6968266630172729,0.0010581101030939517,20.39697634345961,6.292915504644121,5.698997856769027,1.709699357030708,13.089246374428146,,0.005,2.0815554156556497,,81.8229618448991
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Soft-prefix DAPRO,50,0.7156933295726776,0.001941160306038369,4.793104471182201,1.6054839256255287,15.028970459496227,4.508691137848868,20.224670437281834,,0.005,2.212162615733648,,3.8348510673025475
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Soft-prefix DAPRO + CRC,50,0.7136800003051758,0.003921654941913951,9.215529300751617,3.199993349114024,29.76371989139428,8.929115967418284,13.03602133379208,,0.005,2.251508953421073,,8.778383410604068
autoif,qwen25_14b_instruct,20.0,0.7,50,25,Static,50,0.6987800037860871,0.0006146647805018861,3.0117332884550105,1.3757136912479646,4.585712304159882,1.3757136912479646,12.359954184177665,,,,,
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Endpoint/block + terminal residual AHT,50,0.6998266661167145,0.0004752208790848184,1.6608951715884575,0.6741289511040843,2.247096503680281,0.6741289511040843,19.301041242967656,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Endpoint/block + terminal residual AHT + CRC,50,0.7030755551656087,0.0007307520373023633,2.291839325005684,0.9940914452113564,3.3136381507045214,0.9940914452113564,15.918990444616984,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Information-gain + sequential AHT,50,0.7060133302211762,0.0004536915354787204,10.860089424423256,3.358497389210359,2.5614984316925167,0.7684495295077549,20.249299639433108,,0.005,2.0006900135241583,,0.9858681781038403
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Information-gain + sequential AHT + CRC,50,0.7036933350563049,0.00048289713971242634,13.332071026280945,4.164349722693881,3.725077083126138,1.1175231249378414,16.547923097549457,,0.005,2.0317638400002807,,1.4361969074560776
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Oracle,50,0.6997866714000702,0.00017171769005609538,0.3075866666666666,0.0,,,123.59953999999999,,,,,
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Residual + sequential AHT,50,0.6971933341026306,0.0006519142710377263,13.98251533393817,4.2177166939411475,2.886646242741104,0.8659938728223311,20.2226135429958,,0.005,2.0506405016739686,,37.4758134856771
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Residual + sequential AHT + CRC,50,0.7019866669178009,0.0003497367590349427,16.234470368218844,5.027973247191096,3.840811962248966,1.1522435886746898,16.5815342046587,,0.005,2.110056126058175,,55.66979537887883
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Soft-prefix DAPRO,50,0.7082000017166138,0.001570153923179816,4.34055752599053,1.4680703085228446,13.493613975523989,4.048084192657196,19.89980418861644,,0.005,2.150880170624808,,2.9540752261264838
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Soft-prefix DAPRO + CRC,50,0.7142533296346665,0.002835254352496097,5.992870288906923,2.050729556970639,19.02403429635641,5.707210288906923,16.355240005575173,,0.005,2.201328959252941,,4.886088426382697
autoif,qwen25_14b_instruct,20.0,0.7,100,50,Static,50,0.6987800037860871,0.0006146647805018861,3.0117332884550105,1.3757136912479646,4.585712304159882,1.3757136912479646,12.359954184177665,,,,,
autoif,qwen25_14b_instruct,20.0,0.7,200,100,Endpoint/block + terminal residual AHT,50,0.6998266661167145,0.0004752208790848184,1.6608951715884575,0.6741289511040843,2.247096503680281,0.6741289511040843,19.301041242967656,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,200,100,Endpoint/block + terminal residual AHT + CRC,50,0.7030755551656087,0.0007307520373023633,2.291839325005684,0.9940914452113564,3.3136381507045214,0.9940914452113564,15.918990444616984,,0.005,,,
autoif,qwen25_14b_instruct,20.0,0.7,200,100,Information-gain + sequential AHT,50,0.7032466614246369,0.0005252871085499699,11.484315240192496,3.576127987321225,2.9463640742819552,0.8839092222845865,20.157127919081884,,0.005,1.990120178830167,,1.1604799190238293
autoif,qwen25_14b_instruct,20.0,0.7,200,100,Information-gain + sequential AHT + CRC,50,0.7052599954605102,0.0006099875574524422,13.468277995399184,4.251519611372552,3.786596274990767,1.1359788824972301,18.293377032950474,,0.005,1.9906609086211415,,1.4880527522042981
autoif,qwen25_14b_instruct,20.0,0.7,200,100,Oracle,50,0.6997866714000702,0.00017171769005609538,0.3075866666666666,0.0,,,123.59953999999999,,,,,
